gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,0,0,-1.0780950719578415,1,0,0,0,0,0,0,0,0,-1.4859572302583868,-0.9531139378945502,0,0,1,1,0,0,1,0,0,0
1,1,1,0,-0.22327464034736777,1,1,1,0,1,0,0,0,1,0.695859944517578,-0.03565980673634629,0,1,0,0,1,0,0,0,1,0
1,0,0,0,1.0386031396490458,1,1,0,0,0,0,0,0,1,-1.3150620447055927,-0.36308678716859677,0,0,1,0,0,1,0,1,0,0
1,0,1,1,1.6084834273893616,1,1,1,1,1,1,0,1,1,1.326347036848275,2.384665504670697,0,1,0,0,0,1,0,1,0,0
0,0,0,0,-0.1825689055087738,0,0,0,0,1,1,0,0,1,-0.9682941439237093,-0.5883012284863612,1,0,0,1,0,0,0,0,0,1
1,0,1,1,0.30589991255435406,1,0,0,0,1,0,1,0,1,0.667653943018573,0.462911708690864,0,1,0,0,1,0,0,0,1,0
1,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,0,-1.4743429943470319,-1.001410240740742,0,0,1,1,0,0,0,0,0,1
0,0,0,0,-1.1188008067964355,1,0,0,0,0,0,0,1,1,0.5000771105833088,-0.8292997796888584,0,1,0,1,0,0,0,0,1,0
0,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,1,0.14169497389007057,-0.9800281502988372,0,1,0,1,0,0,0,0,1,0
0,0,0,1,-0.8338606629262776,1,1,0,1,1,0,1,1,1,1.3396204493183947,-0.4503274724007632,0,1,0,1,0,0,0,0,1,0
1,0,0,0,-1.1188008067964355,1,0,0,0,0,1,1,1,1,1.034331962505636,-0.811342336176047,0,1,0,1,0,0,0,0,1,0
1,0,1,0,1.5677776925507676,1,0,1,1,1,1,1,1,1,0.7024966507526377,1.644085606254205,1,0,0,0,0,1,1,0,0,0
1,0,0,0,-1.2002122764736234,1,1,0,0,0,0,0,0,1,0.39886734049864436,-0.9101302283614394,0,1,0,1,0,0,0,0,1,0
0,0,1,0,-0.10115743583158582,1,0,0,0,0,0,0,0,0,-1.5025489958460367,-0.7224551860741241,0,0,1,1,0,0,1,0,0,0
0,0,1,0,-0.30468611002455576,1,0,0,0,0,0,0,0,1,-1.4842980536996218,-0.787413713402252,0,0,1,0,1,0,1,0,0,0
1,0,1,1,0.7943687306174818,1,1,0,0,0,0,0,0,0,-1.3399496930870676,-0.42600369805822663,0,0,1,0,0,1,0,0,0,1
0,1,0,0,0.5501343215859179,1,1,1,1,1,0,1,1,1,1.495583045842304,1.1299056038617032,0,1,0,0,1,0,0,0,1,0
1,0,0,0,-0.9559778674420595,1,0,0,0,0,0,0,0,1,0.18483356441796028,-0.7478985565280951,0,1,0,1,0,0,0,0,1,0
0,0,1,0,-0.5489205190561197,1,1,0,0,0,0,1,0,1,0.7273842991341125,-0.32354967742950963,0,1,0,1,0,0,0,0,1,0
0,0,0,0,-0.8338606629262776,1,0,0,1,0,0,0,0,1,-0.5153389433808665,-0.7418615186723211,1,0,0,1,0,0,0,0,1,0
1,1,1,0,0.5094285867473239,1,1,0,1,1,1,1,0,1,1.1206091435614158,0.9766746066496946,0,1,0,0,1,0,1,0,0,0
0,0,1,1,0.14307697319997809,1,1,1,0,1,0,1,1,1,1.313073624378155,0.6074932771204181,0,1,0,1,0,0,0,1,0,0
1,0,0,0,0.22448844287716607,1,1,0,1,1,0,0,1,1,1.0011484313303363,0.610237385236679,0,1,0,1,0,0,0,1,0,0
1,0,1,1,-1.2816237461508113,1,0,0,0,0,0,0,0,0,-1.5174815848749215,-1.0019810152289244,0,0,1,1,0,0,0,0,0,1
1,0,1,0,-0.9152721326034655,1,1,0,0,1,0,1,1,1,1.113972437326356,-0.5547792037381181,0,1,0,1,0,0,0,0,1,0
1,0,1,1,-0.7931549280876836,1,0,0,0,0,0,0,0,0,-0.6679831867872458,-0.7648900739839826,1,0,0,1,0,0,1,0,0,0
1,0,0,0,-0.5896262538947137,1,1,0,0,1,1,1,1,1,0.5664441729339085,-0.384556689070222,1,0,0,0,1,0,0,1,0,0
0,0,1,0,0.18378270803857208,0,0,1,0,0,1,1,0,0,-0.6480730680820658,-0.3109487329596397,1,0,0,0,0,1,0,0,1,0
1,0,0,1,-1.1188008067964355,1,0,0,0,0,0,0,0,0,-1.4793205240233267,-0.956845924932665,0,0,1,1,0,0,0,1,0,0
1,0,0,0,-0.8745663977648716,1,0,0,1,0,0,0,0,0,0.33250027814804467,-0.6523596883523557,0,1,0,1,0,0,0,0,1,0
1,0,0,1,1.2828375486806096,1,0,0,1,0,1,1,1,1,1.135541732590301,1.6990994857690038,0,1,0,1,0,0,0,1,0,0
1,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,1,0,-0.3112602266527725,-0.9860212824247508,1,0,0,1,0,0,0,0,0,1
1,1,1,0,0.18378270803857208,1,1,0,0,0,0,1,1,1,0.9148712502745568,0.5146107056012194,0,1,0,1,0,0,0,0,1,0
0,0,1,1,0.631545791263106,1,1,1,1,0,0,1,1,1,1.3379612727596297,1.1837779344001371,0,1,0,1,0,0,0,1,0,0
1,1,1,0,-0.5082147842175256,1,1,0,0,0,0,1,1,1,0.9828974891839214,-0.17635571807327502,0,1,0,1,0,0,0,0,1,0
0,0,0,0,-0.2639803751859618,1,1,1,1,0,0,1,0,1,0.15165003324266044,-0.22008582501400878,1,0,0,1,0,0,1,0,0,0
0,0,0,0,-0.10115743583158582,1,0,0,0,0,0,0,0,0,-1.5108448786398618,-0.756416268120969,0,0,1,0,0,1,0,1,0,0
0,0,0,0,1.4863662228735797,1,1,1,1,0,1,0,0,1,0.06537285218688103,0.9995494919068453,1,0,0,0,0,1,0,0,0,1
1,0,1,1,1.2421318138420157,1,1,1,1,1,1,1,1,1,0.8120023036311275,1.4472781721559735,1,0,0,0,0,1,0,1,0,0
1,0,1,0,-1.1188008067964355,1,0,0,0,0,0,0,0,0,-1.5125040551986266,-0.9550677428733279,0,0,1,1,0,0,0,0,0,1
1,0,1,0,0.26519417771576004,1,0,0,0,0,0,0,0,1,-1.4760021709057967,-0.6635556494667001,0,0,1,0,0,1,1,0,0,0
1,0,0,1,-1.1595065416350294,1,1,0,1,0,0,1,1,1,1.2201597370873154,-0.850352577156812,0,1,0,1,0,0,0,0,1,0
1,0,1,0,1.1200146093262338,1,1,0,0,1,0,1,1,0,1.2019087949409006,1.6535253381741426,0,1,0,0,0,1,0,1,0,0
1,0,1,1,-0.5489205190561197,1,1,0,0,1,1,1,1,0,1.273253386967795,-0.1267202904663479,0,1,0,1,0,0,0,0,1,0
0,0,1,0,-0.8745663977648716,1,1,0,1,0,0,1,1,1,1.2301147964399053,-0.5075366384085704,0,1,0,1,0,0,0,0,1,0
0,1,0,0,-0.06045170099299184,1,1,0,1,0,0,1,1,1,1.1620885575305409,0.3887110252271693,0,1,0,1,0,0,0,0,1,0
1,0,0,0,-0.10115743583158582,1,0,1,1,1,0,0,0,1,0.642766294637098,0.06027421300813474,0,1,0,1,0,0,0,1,0,0
1,0,0,0,0.8350744654560759,1,1,0,0,0,0,0,0,0,-1.3382905165283026,-0.4488566304504474,0,0,1,0,0,1,0,0,0,1
0,0,0,0,-1.1188008067964355,1,0,0,1,0,1,0,1,1,0.8103431270723621,-0.8076981605976526,0,1,0,1,0,0,0,0,1,0
1,1,0,0,0.7536629957788878,1,1,0,1,0,0,0,0,1,0.4868036981131887,0.7347101293902735,0,1,0,0,1,0,1,0,0,0
0,0,1,0,1.5677776925507676,1,1,1,1,1,1,1,1,0,0.8086839505135972,1.794572495349953,1,0,0,0,0,1,0,1,0,0
0,0,0,1,1.1607203441648277,1,1,0,0,0,0,0,0,1,-1.3250171040581826,-0.3525494120021549,0,0,1,0,0,1,0,1,0,0
1,1,0,0,-0.9966836022806536,1,0,0,1,0,0,0,0,1,0.31756768911915967,-0.74410071089519,0,1,0,1,0,0,0,0,1,0
1,0,1,0,-0.9152721326034655,1,0,1,0,0,1,0,0,1,-0.3311703453579522,-0.7606531710524758,1,0,0,1,0,0,0,1,0,0
0,0,1,0,-0.8338606629262776,0,0,0,0,1,0,1,1,1,-0.5004063543519814,-0.7394467035300115,1,0,0,1,0,0,1,0,0,0
1,0,1,0,1.3642490183577978,1,1,0,0,0,1,0,1,0,-0.03583691789778363,0.8619928402549192,1,0,0,1,0,0,0,0,1,0
1,0,0,0,-0.3453918448631497,1,0,1,1,0,1,0,0,0,-0.14866092389380306,-0.37783911240161533,1,0,0,1,0,0,1,0,0,0
0,0,1,1,-1.1595065416350294,1,0,0,1,0,1,0,0,0,-0.2797358720362375,-0.9071885444608078,1,0,0,1,0,0,0,0,0,1
0,0,0,0,-1.1595065416350294,1,1,0,1,0,0,0,1,1,0.7970697146022425,-0.8544577628987383,0,1,0,1,0,0,0,0,1,0
0,0,0,1,0.1023712383613841,1,0,1,1,0,0,0,0,0,-0.30960105009400735,-0.12507382559659136,1,0,0,0,1,0,0,1,0,0
0,1,0,0,0.5094285867473239,1,0,1,1,0,1,0,0,1,0.689223238282518,0.6483914644851706,0,1,0,1,0,0,1,0,0,0
1,0,0,0,1.3235432835192036,1,1,1,0,1,1,1,1,1,1.495583045842304,2.123865469301261,0,1,0,0,1,0,0,1,0,0
0,0,1,1,-0.7524491932490895,1,0,0,0,0,0,0,1,1,0.5299422886410788,-0.5042656615339874,0,1,0,1,0,0,1,0,0,0
0,0,1,1,1.1607203441648277,0,0,1,1,0,1,0,1,1,-0.4722003528529765,0.3457273156940585,1,0,0,0,1,0,1,0,0,0
1,0,1,1,1.4456604880349857,1,0,1,0,1,0,0,0,0,0.5116913464946635,1.3495879232170855,0,1,0,0,0,1,0,1,0,0
0,0,1,1,-0.38609757970174374,1,0,1,1,0,1,0,0,1,-0.2382564580671127,-0.4471662598508307,1,0,0,0,1,0,0,0,0,1
0,0,0,0,0.9164859351332638,1,0,0,1,1,0,0,0,1,0.5515115839050234,0.9695179726824861,0,1,0,1,0,0,0,0,1,0
1,0,1,1,1.4863662228735797,1,1,0,0,0,0,0,0,0,-1.3432680462045974,-0.2560226649045615,0,0,1,0,0,1,1,0,0,0
0,0,1,0,-1.0373893371192475,1,0,1,0,1,1,1,1,0,0.5415565245524336,-0.7557137764432061,1,0,0,1,0,0,1,0,0,0
0,0,1,1,1.6084834273893616,1,1,1,0,0,0,0,0,0,0.4685527559667738,1.5056947457349357,0,1,0,0,0,1,1,0,0,0
0,0,1,1,1.1607203441648277,1,0,1,0,0,0,0,0,1,-0.5053838840282764,0.2898133687171265,1,0,0,0,1,0,1,0,0,0
1,1,1,0,1.2828375486806096,1,0,1,0,1,0,0,0,0,0.5100321699358986,1.1926468918318922,0,1,0,0,1,0,0,1,0,0
0,1,1,0,-0.019745966154397852,1,1,0,0,0,0,1,1,1,0.9380997220972668,0.27646602683963345,0,1,0,1,0,0,0,0,1,0
0,0,0,0,-1.2816237461508113,1,1,0,0,1,0,0,0,1,0.4851445215544238,-0.9754839072583089,0,1,0,1,0,0,0,0,0,1
1,0,0,0,-1.2002122764736234,1,0,1,0,0,1,0,0,1,0.5763992322864984,-0.9162770305418638,0,1,0,1,0,0,0,0,0,1
1,0,0,1,-1.2002122764736234,1,0,0,0,0,0,0,0,0,-1.4842980536996218,-0.9881946160528295,0,0,1,1,0,0,1,0,0,0
0,0,1,0,1.6084834273893616,1,1,1,0,1,1,1,1,1,0.6460846477546283,1.6662799526985235,1,0,0,0,0,1,0,1,0,0
0,0,0,1,-0.2639803751859618,0,0,0,0,1,0,0,0,1,-1.1657361544167435,-0.6650923500118062,1,0,0,1,0,0,0,0,0,1
1,0,0,0,0.26519417771576004,1,0,1,0,1,0,1,1,1,1.1786803231181906,0.6587532167321717,0,1,0,0,0,1,0,0,1,0
0,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,0,-1.5058673489635668,-1.0018273451744135,0,0,1,1,0,0,0,0,0,1
0,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,1,-1.5075265255223318,-1.0018492980393439,0,0,1,1,0,0,0,0,0,1
0,0,1,1,0.9571916699718578,1,0,0,0,0,0,1,1,0,0.7954105380434776,1.1708257440913856,0,1,0,0,1,0,1,0,0,0
0,1,1,0,0.428017117070136,1,1,0,0,1,1,1,1,1,1.4142833944628193,0.9802309707683685,0,1,0,0,1,0,0,0,1,0
0,0,0,1,-1.2816237461508113,1,1,0,0,0,0,0,0,0,-1.3117436915880627,-0.9992588599775934,0,0,1,1,0,0,0,0,0,1
1,0,0,0,-0.1418631706701798,1,1,0,1,1,0,0,1,0,0.1981069768880804,-0.14783894652909185,1,0,0,0,1,0,0,1,0,0
1,0,0,0,-1.2409180113122174,1,1,0,1,0,0,0,0,1,0.5664441729339085,-0.9293389851752657,0,1,0,1,0,0,0,0,1,0
1,0,0,0,1.4456604880349857,1,0,0,1,1,0,0,0,0,0.4868036981131887,1.3874785680864161,0,1,0,0,1,0,0,1,0,0
1,0,1,1,1.4049547531963917,1,1,0,1,0,0,0,1,1,0.8169798333074222,1.787745154356696,0,1,0,1,0,0,1,0,0,0
0,0,1,1,-0.5489205190561197,1,1,0,0,0,0,0,0,1,-1.3283354571757127,-0.8050638168060421,0,0,1,0,0,1,1,0,0,0
1,0,1,1,1.3642490183577978,0,0,0,1,1,0,1,1,1,-0.2714399892424126,0.6177891707726292,1,0,0,0,0,1,0,1,0,0
0,0,1,0,-1.1595065416350294,0,0,1,0,0,0,0,0,1,-1.1906238027982183,-0.9535090894632918,1,0,0,1,0,0,0,0,1,0
0,0,1,1,-0.9559778674420595,1,0,0,0,0,0,0,0,0,-1.4992306427285067,-0.9179234954116203,0,0,1,0,0,1,0,0,0,1
1,1,1,0,0.8350744654560759,1,1,0,1,1,0,1,1,1,1.2915043291142099,1.3980378961177882,0,1,0,1,0,0,0,0,1,0
0,0,0,0,-0.38609757970174374,1,0,0,0,0,0,0,0,1,-1.5075265255223318,-0.8039661735595378,0,0,1,1,0,0,0,0,0,1
0,0,1,0,0.7129572609402939,1,1,1,1,0,1,1,1,0,1.4474669256381192,1.4530078699027262,0,1,0,0,1,0,0,0,1,0
1,0,0,0,-1.2409180113122174,1,0,0,1,0,0,0,0,0,0.33250027814804467,-0.9437839702992631,0,1,0,1,0,0,0,0,1,0
0,0,1,0,1.0793088744876398,1,0,0,0,0,0,0,0,0,-1.4793205240233267,-0.4541253180336683,0,0,1,0,1,0,0,0,0,1
1,0,1,1,1.2421318138420157,1,1,1,1,1,0,1,1,0,0.6162194696968583,1.3758655025384001,1,0,0,0,0,1,0,1,0,0
0,0,1,0,-0.30468611002455576,1,0,1,1,0,1,0,1,1,0.2030845065643751,-0.20355531772165308,1,0,0,1,0,0,0,0,0,1
0,0,0,0,-0.7524491932490895,1,1,0,0,1,0,0,0,1,0.5150096996121938,-0.5397414912610083,0,1,0,1,0,0,0,0,1,0
1,0,1,0,1.3235432835192036,1,1,1,1,1,0,0,0,0,0.07035038186317573,0.8817284658270675,1,0,0,0,1,0,0,1,0,0
1,1,1,0,1.4863662228735797,0,0,1,1,0,0,1,1,0,-0.2780766954774726,0.7250289159561051,1,0,0,0,0,1,0,1,0,0
0,0,1,1,-0.4675090493789317,1,0,0,1,0,0,0,0,1,0.3026351000902746,-0.3229789029413274,0,1,0,1,0,0,1,0,0,0
1,0,1,1,0.428017117070136,1,1,1,0,1,1,0,0,1,0.873391836305432,0.7518772697656018,0,1,0,0,1,0,0,1,0,0
1,1,1,0,1.5677776925507676,1,1,1,1,1,1,0,0,1,0.8982794846869069,1.8808692073901256,0,1,0,0,1,0,0,0,1,0
1,0,0,1,-0.5489205190561197,0,0,0,0,0,0,0,0,1,-1.3134028681468275,-0.7618605786236307,1,0,0,1,0,0,0,1,0,0
0,0,0,0,0.30589991255435406,1,0,0,0,0,0,0,0,0,-1.5025489958460367,-0.6458835931979799,0,0,1,0,0,1,0,1,0,0
0,0,0,0,-0.9559778674420595,1,1,0,0,0,0,0,1,1,0.6095827634617982,-0.6577161873952969,0,1,0,1,0,0,0,0,1,0
1,0,0,0,1.0386031396490458,1,1,0,1,1,0,1,1,1,1.27159421040903,1.631682237568706,0,1,0,0,1,0,1,0,0,0
0,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,0,-1.4942531130522119,-1.001673675119903,0,0,1,1,0,0,1,0,0,0
1,0,1,1,0.590840056424512,1,1,1,1,1,1,1,1,1,1.6100662283970886,1.3244079871422758,0,1,0,0,1,0,1,0,0,0
0,0,1,0,1.0386031396490458,1,1,1,0,1,1,1,1,1,0.642766294637098,1.1481703874835356,1,0,0,0,0,1,0,0,1,0
1,0,0,0,0.30589991255435406,1,1,0,1,1,0,1,1,1,1.2516840917038503,0.7933023258886761,0,1,0,1,0,0,0,0,0,1
0,0,0,0,0.346605647392948,1,1,0,0,1,1,0,1,1,0.12178485518489039,0.25277888558006945,1,0,0,0,1,0,0,0,1,0
1,0,1,0,1.4049547531963917,1,0,1,1,0,0,1,1,1,1.1936129121470758,1.9458277347182535,0,1,0,0,1,0,0,1,0,0
1,1,0,0,0.06166550352279012,1,0,0,1,1,0,1,1,1,1.1587702044130104,0.45742349245834224,0,1,0,0,1,0,0,0,1,0
1,0,0,0,-1.2002122764736234,1,0,0,0,0,0,0,0,1,-1.5207999379924515,-0.9871189256712551,0,0,1,1,0,0,0,0,0,1
0,1,1,0,1.1200146093262338,1,1,1,1,1,1,1,1,1,1.696343409452868,2.03045602902374,0,1,0,0,0,1,1,0,0,0
0,1,0,0,-0.9966836022806536,1,0,0,0,1,0,1,1,1,0.9015978378044367,-0.6899210402477348,0,1,0,1,0,0,0,0,1,0
1,0,1,1,-0.7117434584104956,1,1,0,0,0,0,0,0,1,0.33084110158927976,-0.5242647214852969,0,1,0,1,0,0,1,0,0,0
1,0,0,0,1.4456604880349857,1,1,1,1,1,0,0,1,1,1.233433149557435,2.1285633823962997,0,1,0,0,0,1,1,0,0,0
1,1,1,0,1.5677776925507676,1,1,0,0,0,0,0,0,0,-1.3100845150292975,-0.22465202091946684,0,0,1,0,0,1,0,1,0,0
0,0,0,0,1.0386031396490458,1,1,1,0,0,0,0,0,1,0.4934404043482487,0.9771356168132265,0,1,0,1,0,0,1,0,0,0
1,1,0,0,-1.2409180113122174,1,0,0,0,0,0,0,0,0,-1.5174815848749215,-0.994077983854093,0,0,1,1,0,0,0,0,1,0
0,0,1,1,-0.7524491932490895,1,0,0,1,0,1,0,1,1,0.8202981864249524,-0.4798760285966606,0,1,0,1,0,0,0,1,0,0
0,0,1,0,1.5677776925507676,1,0,0,0,0,0,0,0,1,-1.461069581876912,-0.35481055708995385,0,0,1,0,0,1,1,0,0,0
1,0,0,0,-0.7524491932490895,1,1,0,1,0,0,1,1,1,1.1819986762357204,-0.3889033563263793,0,1,0,1,0,0,0,0,1,0
0,0,0,0,-1.0780950719578415,0,0,1,1,0,1,0,1,0,-0.46390447005915153,-0.8753568903121813,1,0,0,1,0,0,0,1,0,0
1,0,1,1,-0.7117434584104956,1,0,0,1,1,1,0,1,1,0.15165003324266044,-0.5400049256401693,1,0,0,1,0,0,0,0,0,1
1,0,1,1,0.9978974048104517,1,0,0,1,1,0,1,1,1,1.0824480827098208,1.4474318422104844,0,1,0,0,1,0,0,1,0,0
0,0,0,0,1.3642490183577978,1,0,1,1,1,0,0,0,1,-0.1254324520710933,0.7534798289054979,1,0,0,0,0,1,1,0,0,0
1,1,1,0,1.4863662228735797,1,1,0,1,0,0,1,0,1,0.8302532457775423,1.6867839285432247,0,1,0,1,0,0,0,0,1,0
0,0,1,0,1.4456604880349857,1,0,1,0,0,1,0,0,0,-0.29964599074141746,0.6794328154963141,1,0,0,0,1,0,1,0,0,0
1,1,0,1,0.9571916699718578,1,0,1,0,0,0,1,1,0,0.9911933719777464,1.3009184216670824,0,1,0,0,1,0,0,1,0,0
1,1,0,0,0.1023712383613841,1,1,0,0,1,0,1,1,1,1.1322233794727707,0.4805398592297241,0,1,0,1,0,0,0,0,1,0
0,0,1,1,0.428017117070136,1,0,0,0,0,0,1,0,0,-0.29135010794759253,0.0869249910332607,1,0,0,1,0,0,0,0,1,0
1,0,1,0,-0.06045170099299184,1,0,0,0,1,1,0,1,1,0.04878108659923111,-0.12360298364627556,1,0,0,1,0,0,0,1,0,0
0,0,1,1,0.020959768684196134,1,0,1,1,1,0,0,0,1,-0.21502798624440272,-0.1518782736762278,1,0,0,0,1,0,0,0,0,1
1,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,1,0.14667250356636527,-0.9799622917040468,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0.46872285190873,1,0,0,0,1,1,1,1,0,1.1670660872068355,0.9119356079708676,0,1,0,0,0,1,1,0,0,0
0,0,1,1,0.9978974048104517,1,0,1,1,0,0,0,0,0,-0.38094564212090193,0.3300310172690462,1,0,0,0,1,0,0,0,1,0
1,0,0,1,1.5270719577121736,1,1,1,1,0,1,0,0,0,0.0006649663950462456,0.9879583792237594,1,0,0,0,1,0,1,0,0,0
1,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,0,-1.472683817788267,-1.0013882878758118,0,0,1,1,0,0,0,1,0,0
1,0,1,1,0.9164859351332638,1,0,0,0,1,1,0,0,1,-0.3212152860053623,0.3594039505455029,1,0,0,0,0,1,0,1,0,0
1,1,1,0,-0.1418631706701798,1,1,0,0,0,0,1,1,1,0.9795791360663916,0.15469348507243982,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0.020959768684196134,1,1,1,1,0,0,0,0,1,-0.13372833486491825,-0.11743422860092108,1,0,0,1,0,0,0,0,0,1
1,1,1,0,-1.1595065416350294,1,1,0,0,0,0,0,0,0,0.33250027814804467,-0.8748739272837194,0,1,0,1,0,0,0,0,1,0
1,0,0,0,1.5270719577121736,0,0,0,0,0,1,0,1,1,-0.82560495986992,0.21883975639815456,1,0,0,0,0,1,0,0,0,1
1,0,0,0,0.1023712383613841,1,1,0,0,0,0,0,0,1,-1.3051069853530026,-0.6147105249972561,0,0,1,1,0,0,0,0,1,0
0,0,0,0,-1.2409180113122174,1,0,0,0,0,0,0,0,1,-0.6331404790531808,-0.9640464646297336,1,0,0,1,0,0,0,0,0,1
1,1,1,0,-0.9152721326034655,1,1,0,0,1,0,0,1,1,0.8252757161012472,-0.6089808272505034,0,1,0,1,0,0,0,0,1,0
1,0,1,1,-1.2816237461508113,1,0,0,1,0,0,0,0,0,0.32088604223668943,-0.9776572408863877,0,1,0,1,0,0,0,1,0,0
1,0,0,0,-0.06045170099299184,1,0,0,0,0,0,0,0,0,-1.477661347464562,-0.7429811147837556,0,0,1,0,0,1,1,0,0,0
1,1,0,0,-0.10115743583158582,1,1,1,0,0,0,0,1,1,0.8485041879239571,0.12931597321325897,0,1,0,1,0,0,0,1,0,0
1,1,1,1,1.1200146093262338,1,1,1,1,0,0,0,1,1,0.9397588986560317,1.5249474082786223,0,1,0,1,0,0,0,0,1,0
0,0,1,1,1.6084834273893616,1,1,1,0,1,1,0,0,0,0.06371367562811567,1.078974957223901,1,0,0,0,0,1,1,0,0,0
1,0,0,0,-1.1595065416350294,1,0,0,0,0,0,0,0,1,-1.4677062881119718,-0.9736398666041817,0,0,1,1,0,0,0,1,0,0
1,0,1,1,-1.1595065416350294,1,0,0,0,0,0,0,0,1,0.15330920980142534,-0.8853234909904409,0,1,0,1,0,0,0,0,0,1
0,0,0,0,-0.30468611002455576,1,0,0,1,1,0,1,1,1,1.1471559685016557,0.029737777890383576,0,1,0,1,0,0,0,0,1,0
1,0,1,0,1.5270719577121736,1,1,1,0,0,1,1,1,1,0.39886734049864436,1.312114382781427,1,0,0,0,0,1,0,1,0,0
1,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,1,-1.4760021709057967,-1.0014321936056723,0,0,1,1,0,0,0,0,0,1
0,0,0,0,-0.5489205190561197,1,0,0,0,0,0,0,0,0,-1.4942531130522119,-0.8490354052610068,0,0,1,1,0,0,0,0,0,1
0,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,0,-1.5075265255223318,-1.0018492980393439,0,0,1,1,0,0,0,0,0,1
